Diện tích,Mức giá,Mặt tiền,Pháp lý,Khu vực,Loại bất động sản,Đường vào,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Số tầng,Hướng nhà
70 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,2 phòng,2 phòng,,,
55 m²,"2,75 tỷ",,Có sổ.,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,1 phòng,"Nhà đẹp mới full nội thất đầy đủ: Ti vi, tủ lạnh, máy giặt, điều hoà, tủ bếp, bếp từ hút mùi... Nhà mới sạch sẽ.",,
78 m²,"20,9 tỷ",,Sổ đỏ,Cầu Giấy,Nhà riêng,,,,,,6 tầng,
60 m²,20 tỷ,6 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,4 phòng,4 phòng,,7 tầng,
70 m²,175 triệu/m²,"4,2 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,5 m,,5 phòng,3 phòng,Cơ bản,3 tầng,
82 m²,"37,5 tỷ","5,6 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,,,7 phòng,7 phòng,Đầy đủ,6 tầng,
75 m²,15 tỷ,5 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,"Nhà biệt thự, liền kề",17 m,,4 phòng,6 phòng,,5 tầng,Bắc
"56,3 m²",13 tỷ,"14,93 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,500 m,Đông - Bắc,4 phòng,4 phòng,Đầy đủ,5 tầng,Đông - Bắc
75 m²,"2,69 tỷ",,Sổ đỏ/ Sổ hồng.,Long Biên,Căn hộ chung cư,,Đông - Bắc,2 phòng,1 phòng,Cơ bản.,,Đông
"94,7 m²","7,6 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Đầy đủ,,Tây - Nam
33 m²,6 tỷ,4 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,,,,5 tầng,
"91,1 m²",87 triệu/m²,,,Đan Phượng,Bán đất,,,,,,,
114 m²,21 tỷ,6 m,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,,,,,Đầy đủ,5 tầng,
400 m²,Thỏa thuận,,,Đống Đa,Căn hộ chung cư,,,,,,,
112 m²,Thỏa thuận,,,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,,,
83 m²,"8,3 tỷ",,Đang chờ sổ,Gia Lâm,"Nhà biệt thự, liền kề",,,,,,,Đông - Nam
35 m²,"4,8 tỷ","4,14 m",Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,,,,,Đầy đủ,5 tầng,
70 m²,"17,3 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà mặt phố,,,,,,6 tầng,
68 m²,"4,5 tỷ",,,Bắc Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ - Full nội thất như ảnh.,,
50 m²,"2,75 tỷ","4,16 m",Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,"2,3 m",,,,,,Nam
75 m²,"24,5 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,"Shophouse, nhà phố thương mại",,,,,,5 tầng,Đông - Nam
60 m²,27 triệu/m²,6 m,Sổ đỏ/ Sổ hồng.,Thạch Thất,Bán đất,6 m,,,,,,Đông - Nam
50 m²,"2,1 tỷ",,,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ.,,
56 m²,"3,2 tỷ",,Sổ đỏ,Bắc Từ Liêm,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,,,Bắc
123 m²,"7,2 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,Tây,3 phòng,2 phòng,Đầy đủ,,
45 m²,"7,8 tỷ","5,5 m",Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Bán đất,4 m,,,,,,
100 m²,33 tỷ,5 m,Có sổ,Nam Từ Liêm,"Nhà biệt thự, liền kề",,,,,,5 tầng,
130 m²,12 tỷ,,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
78 m²,"4,76 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,2 phòng,,,,
80 m²,"21,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,,,Đầy đủ,5 tầng,
83 m²,Thỏa thuận,,,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Cơ bản,,Đông - Nam
45 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,,,,,
75 m²,59 triệu/m²,,Hợp đồng mua bán.,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,,,
59 m²,"7,8 tỷ",5 m,Sổ đỏ/ Sổ hồng,Hà Đông,Bán đất,20 m,,,,,,Tây - Bắc
101 m²,Thỏa thuận,5 m,,Hoài Đức,"Nhà biệt thự, liền kề",12 m,Đông - Bắc,4 phòng,3 phòng,,4 tầng,Đông - Nam
29 m²,"4,8 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,3 phòng,3 phòng,Đầy đủ,4 tầng,
41 m²,"6,7 tỷ",,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,5 phòng,,Đầy đủ,5 tầng,
46 m²,"16,8 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,9 m,,6 phòng,6 phòng,Đầy đủ,6 tầng,
70 m²,"10,9 tỷ","4,5 m",Sổ đỏ chính chủ.,Long Biên,Nhà riêng,8 m,,4 phòng,5 phòng,Nội thất đầy đủ.,5 tầng,
54 m²,"18,8 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà mặt phố,,,11 phòng,,Đầy đủ,7 tầng,
,,,,,,,,,,,,
130 m²,"18,9 tỷ",8 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,5 m,,4 phòng,4 phòng,Đầy đủ,4 tầng,
41 m²,"9,5 tỷ","4,13 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,35 m,,3 phòng,3 phòng,Đầy đủ,4 tầng,Đông - Bắc
68 m²,"17,8 tỷ","5,2 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,24 phòng,24 phòng,Đầy đủ,8 tầng,
50 m²,"6,28 tỷ",,Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,,,,,,,
35 m²,"6,8 tỷ",,Sổ đỏ,Hà Đông,Bán đất,,,,,,,
40 m²,"7,9 tỷ","3,4 m",Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,,,5 phòng,3 phòng,Đầy đủ.,4 tầng,
72 m²,"25,5 tỷ","8,2 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,"13,5 m",,3 phòng,4 phòng,Đầy đủ,3 tầng,
100 m²,Thỏa thuận,,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề",12 m,,,,,3 tầng,
128 m²,"8,4 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
340 m²,"2,88 tỷ",85 m,Sổ đỏ/ Sổ hồng,Chương Mỹ,Bán đất,6 m,,,,,,Đông - Nam
86 m²,"4,7 tỷ",,,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,"+ Hướng thoáng, full nội thất.",,
45 m²,Thỏa thuận,"4,5 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà mặt phố,18 m,,5 phòng,6 phòng,Đầy đủ,5 tầng,
90 m²,22 tỷ,13 m,Sổ đỏ/ Sổ hồng.,Cầu Giấy,Nhà riêng,3 m,,25 phòng,25 phòng,Đầy đủ.,7 tầng,
95 m²,59 triệu/m²,,Sổ đỏ/ Sổ hồng,Hoài Đức,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
98 m²,"6,35 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
120 m²,"36,5 tỷ",6 m,Sổ đỏ/ Sổ hồng.,Long Biên,"Nhà biệt thự, liền kề",,,,,Đầy đủ.,8 tầng,
107 m²,"8,6 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,
"60,5 m²",4 tỷ,,"Pháp lý rõ ràng, sổ lâu dài.",Nam Từ Liêm,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ,,Tây - Nam
100 m²,"7,5 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Nam,3 phòng,2 phòng,Đầy đủ,,Bắc
63 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng.,Nam Từ Liêm,"Shophouse, nhà phố thương mại",,,,,,,
48 m²,"6,1 tỷ",7 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,,,,,
93 m²,29 tỷ,6 m,Sổ đỏ/ Sổ hồng,Thanh Trì,"Shophouse, nhà phố thương mại",,,,,,5 tầng,
60 m²,"20,5 tỷ",6 m,Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,40 m,,,,,,Đông - Bắc
45 m²,12 tỷ,4 m,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,,,Đầy đủ,6 tầng,
51 m²,"2,6 tỷ","4,55 m",Sổ đỏ/ Sổ hồng,Gia Lâm,Bán đất,8 m,,,,,,
83 m²,17 tỷ,5 m,Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",24 m,,,,,7 tầng,
240 m²,Thỏa thuận,16 m,Sổ đỏ/ Sổ hồng.,Quốc Oai,Bán đất,6 m,,,,,,Tây - Nam
50 m²,23 tỷ,6 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,10 m,Đông - Bắc,,6 phòng,Cơ bản,8 tầng,Đông - Bắc
60 m²,"11,8 tỷ","4,1 m",Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,,,Đầy đủ.,3 tầng,
75 m²,Thỏa thuận,5 m,Sổ đỏ/ Sổ hồng,Chương Mỹ,Bán đất,8 m,,,,,,Đông - Nam
55 m²,"3,26 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Tây - Bắc,2 phòng,1 phòng,Đầy đủ,,Đông - Nam
280 m²,"176,7 tỷ",15 m,Sổ đỏ chính chủ.,Ba Đình,Nhà riêng,25 m,Đông - Nam,64 phòng,64 phòng,Nội thất nhập khẩu cao cấp 5sao.,9 tầng,Đông - Nam
50 m²,"7,5 tỷ","4,6 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,,,,,
50 m²,"13,9 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",,,5 phòng,4 phòng,,5 tầng,
44 m²,"23,8 tỷ",7 m,Sổ đỏ/ Sổ hồng.,Đống Đa,Nhà mặt phố,15 m,,5 phòng,5 phòng,Đầy đủ.,7 tầng,
"67,5 m²",Thỏa thuận,,,Đan Phượng,Bán đất,,,,,,,
32 m²,"5,2 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,3 phòng,3 phòng,Đầy đủ,4 tầng,
36 m²,"5,8 tỷ",7 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,7 m,,3 phòng,4 phòng,Đầy đủ,5 tầng,Tây - Nam
30 m²,"3,46 tỷ","3,37 m",Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,2 m,Tây - Nam,4 phòng,3 phòng,,5 tầng,Tây - Nam
150 m²,Thỏa thuận,14 m,Sổ đỏ/ Sổ hồng,Quốc Oai,Bán đất,8 m,,,,,,
42 m²,"4,05 tỷ",,,Hoài Đức,Bán đất,,,,,,,
90 m²,29 tỷ,,- Sổ đỏ chính chủ.,Nam Từ Liêm,"Shophouse, nhà phố thương mại",20 m,Tây - Nam,5 phòng,5 phòng,- Full nội thất.,5 tầng,Đông - Bắc
"67,2 m²","3,05 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ,,Tây - Nam
158 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,4 phòng,3 phòng,Đầy đủ,,
40 m²,"8,5 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,6 phòng,4 phòng,,5 tầng,
38 m²,"8,35 tỷ","5,3 m",Sổ đỏ,Đống Đa,Nhà riêng,,,,,,5 tầng,
66 m²,"14,3 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,5 m,,4 phòng,3 phòng,Đầy đủ,4 tầng,
78 m²,"5,6 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ.,,Tây - Bắc
90 m²,"16,5 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",20 m,,4 phòng,4 phòng,Cơ bản,4 tầng,Đông - Bắc
"103,6 m²","5,65 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,3 phòng,,Đầy đủ,,
82 m²,40 tỷ,,,Đống Đa,Nhà mặt phố,,,,,,5 tầng,
76 m²,"16,5 tỷ",6 m,Sổ đỏ/ Sổ hồng.,Long Biên,"Nhà biệt thự, liền kề",17 m,,5 phòng,6 phòng,Cao cấp. Nội thất xịn sò.,5 tầng,
38 m²,"6,5 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,4 phòng,4 phòng,,5 tầng,
35 m²,"12,8 tỷ","5,2 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà mặt phố,8 m,,3 phòng,5 phòng,Đầy đủ,6 tầng,
54 m²,"17,5 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,5 phòng,6 phòng,Cơ bản,6 tầng,
68 m²,11 tỷ,"4,5 m",Sổ đỏ/ Sổ hồng.,Hoàng Mai,Bán đất,3 m,,,,,,
46 m²,"6,15 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,"3,5 m",,5 phòng,4 phòng,Đầy đủ,5 tầng,
"83,4 m²","3,4 tỷ",4 m,Sổ đỏ/ Sổ hồng,Gia Lâm,Nhà riêng,,,,,,1 tầng,Bắc
"62,5 m²",Thỏa thuận,5 m,Hợp đồng mua bán,Đông Anh,"Nhà biệt thự, liền kề",13 m,Đông - Nam,4 phòng,3 phòng,,5 tầng,Đông - Nam
"99,3 m²","6,7 tỷ",,,Tây Hồ,Căn hộ chung cư,,Nam,3 phòng,2 phòng,Đầy đủ,,
70 m²,23 tỷ,"4,2 m",Sổ đỏ/ Sổ hồng,Tây Hồ,"Nhà biệt thự, liền kề",15 m,,5 phòng,6 phòng,Đầy đủ,5 tầng,
44 m²,"7,8 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,4 phòng,4 phòng,Đầy đủ.,5 tầng,
45 m²,13 tỷ,,Sổ đỏ/sổ hồng.,Thanh Xuân,Nhà riêng,,,,,,7 tầng,
183 m²,"42,8 tỷ",,,Nam Từ Liêm,"Nhà biệt thự, liền kề",,,,,,4 tầng,
106 m²,6 tỷ,"6,6 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,6 m,,,,,,
240 m²,"20,5 tỷ",17 m,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,12 m,,,,,,
66 m²,Thỏa thuận,,,Cầu Giấy,Căn hộ chung cư,,,2 phòng,2 phòng,Full đồ.,,
60 m²,"3,75 tỷ","5,2 m",Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,5 m,,,,,,Tây - Bắc
42 m²,"5,75 tỷ","5,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,5 tầng,
"52,7 m²","6,5 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,"3,5 m",,6 phòng,5 phòng,Đầy đủ,6 tầng,
92 m²,"4,1 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ.,,
48 m²,"7,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,Đông - Bắc,9 phòng,9 phòng,Đầy đủ,5 tầng,Đông - Bắc
100 m²,18 tỷ,"12,8 m",Sổ đỏ,Thanh Xuân,Nhà riêng,,,,,,6 tầng,
90 m²,8 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,,,
62 m²,"4,2 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
"44,1 m²",52 triệu/m²,,,Đan Phượng,Bán đất,,,,,,,
70 m²,Thỏa thuận,,Đã có sổ.,Bắc Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Full đồ mới cao cấp.,,
45 m²,9 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,6 phòng,4 phòng,Đầy đủ,5 tầng,
54 m²,"2,6 tỷ",,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
407 m²,Thỏa thuận,"17,5 m",Sổ đỏ/ Sổ hồng,Chương Mỹ,Bán đất,8 m,,,,,,Nam
50 m²,"6,35 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,3 phòng,2 phòng,,2 tầng,
122 m²,"8,6 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,
90 m²,"14,78 tỷ","6,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,"2,5 m",,20 phòng,20 phòng,Đầy đủ,6 tầng,
42 m²,"6,3 tỷ",5 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,5 phòng,5 phòng,Cơ bản,5 tầng,
80 m²,"3,3 tỷ",,Sổ đỏ/ Sổ hồng.,Gia Lâm,Căn hộ chung cư,,,3 phòng,2 phòng,Cơ bản,,
135 m²,"27,5 tỷ",7 m,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề","13,5 m",,3 phòng,3 phòng,Không nội thất,4 tầng,Tây
70 m²,"3,9 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Căn hộ chung cư,,Tây,3 phòng,2 phòng,Đầy đủ.,,Đông
144 m²,12 tỷ,,Đang chờ sổ,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Cơ bản,,Tây - Bắc
215 m²,"35,64 tỷ",,Sổ đỏ/ Sổ hồng.,Hoàng Mai,"Nhà biệt thự, liền kề",,,5 phòng,6 phòng,,4 tầng,
105 m²,"2,9 tỷ",,Đang chờ sổ,Mỹ Đức,Bán đất,,,,,,,Nam
145 m²,Thỏa thuận,,Hợp đồng mua bán,Tây Hồ,Căn hộ chung cư,,,3 phòng,,Đầy đủ,,
"50,6 m²","9,1 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Bán đất,11 m,,,,,,
241 m²,58 tỷ,,,Long Biên,"Nhà biệt thự, liền kề",,,,,,,
118 m²,45 triệu/m²,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
227 m²,"11,99 triệu/m²",,Sổ đỏ/ Sổ hồng,Phú Xuyên,Bán đất,8 m,,,,,,
52 m²,"6,9 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,,,Cơ bản,3 tầng,
75 m²,70 triệu/m²,,,Quốc Oai,Bán đất,,,,,,,
95 m²,"4,15 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Tây - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
270 m²,75 tỷ,"8,5 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,30 m,,5 phòng,6 phòng,Đầy đủ,5 tầng,
65 m²,"2,9 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,2 phòng,2 phòng,Cơ bản.,,
98 m²,7 tỷ,,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
130 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,Nam,4 phòng,2 phòng,Đầy đủ,,
60 m²,"8,2 tỷ",,Sổ đỏ/ Sổ hồng.,Gia Lâm,Bán đất,,,,,,,
50 m²,"7,5 tỷ",,,Hà Đông,Nhà riêng,,,5 phòng,5 phòng,,4 tầng,
152 m²,Thỏa thuận,,,Cầu Giấy,Căn hộ chung cư,,Nam,3 phòng,2 phòng,,,
100 m²,"4,98 tỷ",,,Hai Bà Trưng,Căn hộ chung cư,,,2 phòng,2 phòng,,,
50 m²,140 triệu/m²,,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,7 phòng,6 phòng,Cơ bản,6 tầng,
104 m²,"3,85 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,,3 phòng,2 phòng,,,
53 m²,"2,95 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ.,,
69 m²,"15,8 tỷ","9,2 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,,15 phòng,15 phòng,Đầy đủ,6 tầng,Đông - Nam
316 m²,145 tỷ,9 m,Sổ đỏ/ Sổ hồng.,Tây Hồ,Nhà mặt phố,30 m,Đông - Bắc,,,,,Đông - Bắc
36 m²,"6,6 tỷ","4,1 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,"2,6 m",,3 phòng,4 phòng,Đầy đủ,4 tầng,
82 m²,"4,8 tỷ",,HĐMB,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
54 m²,"14,5 tỷ","3,9 m",,Nam Từ Liêm,Nhà riêng,,,,,,,
45 m²,"9,5 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,,,,5 tầng,
"42,2 m²","3,5 tỷ","4,85 m",,Hoài Đức,Bán đất,,,,,,,
45 m²,"11,1 tỷ",,- Sổ đỏ sẵn cất két công chứng trong ngày.,Nam Từ Liêm,Nhà riêng,,,11 phòng,11 phòng,Đầy đủ,7 tầng,
44 m²,"7,2 tỷ",4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,"2,5 m",,4 phòng,4 phòng,Đầy đủ,5 tầng,
80 m²,"15,95 tỷ","7,3 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,"3,5 m",,16 phòng,16 phòng,Đầy đủ,6 tầng,
49 m²,"4,8 tỷ","4,8 m",Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,2 phòng,3 phòng,Đầy đủ,3 tầng,
100 m²,"6,4 tỷ",,Hợp đồng mua bán,Thanh Xuân,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Đầy đủ,,
"48,6 m²","10,5 tỷ","7,5 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,6 phòng,5 phòng,,5 tầng,Đông - Nam
60 m²,14 tỷ,,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,,,Đầy đủ,6 tầng,
56 m²,23 tỷ,"5,1 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà mặt phố,15 m,,,,,5 tầng,Tây - Bắc
56 m²,"7,25 tỷ","4,1 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,3 phòng,2 phòng,,3 tầng,
1.168 m²,"1,7 tỷ",12 m,,Ba Vì,Bán đất,,,,,,,
"94,4 m²","6,7 tỷ","5,6 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,"4,5 m",,,,,,
1.200 m²,55 tỷ,,Sổ đỏ/ Sổ hồng,Hoàng Mai,Bán đất,,,,,,,
118 m²,Thỏa thuận,,Hợp đồng mua bán,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
45 m²,"12,8 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,,,,,Đầy đủ,4 tầng,
137 m²,Thỏa thuận,,,Đống Đa,Căn hộ chung cư,,,,,,,
290 m²,155 triệu/m²,,Sổ đỏ/ Sổ hồng,Long Biên,"Nhà biệt thự, liền kề",,,4 phòng,,,3 tầng,
115 m²,17 tỷ,"6,5 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,6 phòng,4 phòng,Đầy đủ,4 tầng,
90 m²,92 triệu/m²,,,Đông Anh,Bán đất,,,,,,,
75 m²,Thỏa thuận,,,Hai Bà Trưng,Nhà mặt phố,,,,,,7 tầng,
72 m²,103 triệu/m²,"4,5 m",Sổ đỏ/ Sổ hồng,Gia Lâm,Bán đất,3 m,,,,,,
180 m²,46 tỷ,26 m,Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",20 m,,5 phòng,5 phòng,Đầy đủ,4 tầng,
200 m²,Thỏa thuận,8 m,,Đan Phượng,Đất nền dự án,,,,,,,Tây
125 m²,42 triệu/m²,,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,,,
90 m²,"6,4 tỷ",,Sổ đỏ.,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,Full đồ.,,
225 m²,32 tỷ,,Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",,,,,,4 tầng,
250 m²,"27,5 tỷ","7,21 m",,Hoài Đức,"Nhà biệt thự, liền kề",40 m,Đông - Bắc,4 phòng,,,,Đông - Bắc
110 m²,"65,5 tỷ","4,2 m",Sổ đỏ/ Sổ hồng,Hoàn Kiếm,Nhà mặt phố,15 m,,4 phòng,4 phòng,Đầy đủ,4 tầng,
110 m²,39 tỷ,"6,5 m",,Cầu Giấy,Nhà mặt phố,,,8 phòng,,,4 tầng,
50 m²,15 tỷ,"3,3 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,6 m,,10 phòng,10 phòng,Nội thất cao cấp,6 tầng,
72 m²,"3,1 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Tây - Bắc,2 phòng,2 phòng,Đầy đủ,,Đông - Nam
212 m²,Thỏa thuận,,,Hà Đông,"Nhà biệt thự, liền kề",,,,,,,
